x,y
0.0264947666261365,-0.641899467314656
0.119065344011806,1.03680812323178
-0.457300302848693,0.204773785375291
0.0667056258977484,-0.182882186423154
1.43180873408351,2.03471349961468
-0.23936513850328,1.58344866004962
0.0215250221452261,2.22002652001122
-2.27452892035531,-0.786432843932627
1.09321572550671,-0.404263952335476
-0.12799529709041,0.177366567005807
-0.062826580894505,-0.50956619259009
0.70489496786764,0.441131898197112
1.40404432157122,1.02323197043668
0.075626807175575,1.51078108225003
-2.59252088770888,-1.67144465949677
0.349872717426542,-0.276330993060782
-0.694166143432637,0.180644518056119
-1.39844890861325,-1.57050852955991
1.2029301785309,1.5917655764762
0.364108246649471,0.416988207063537
-0.841622019659623,-0.975954073376487
1.26015496612812,-0.694587044431344
0.54320035220038,1.70696499803109
0.156891035653752,0.146804441394726
0.205584261780978,0.386179179924383
0.356130758763651,-0.358828700034597
0.477047262504028,-0.240943785193414
0.00155770588164411,-1.20052193100721
1.11478797410718,-0.415625447770369
0.642777589985634,-0.827857466589144
-0.313417406563952,0.365372618174926
0.0857850421371535,0.0684229648263187
0.792877266991211,0.821139812301868
0.203898108938415,-0.726170153280952
-0.230451066895769,-0.206778959766629
0.283514704405651,0.986724853520707
0.66755522295446,-0.876847144090801
-0.0411903096283283,-0.36762847765139
-0.0814318758867882,-0.127205539513397
-0.338774580026453,-0.756354023304713
-0.917224691725784,1.54019794064089
0.63783831542886,0.218580508675317
-0.296594802129751,-0.567707801992222
-0.440439278638885,0.599903817715735
0.193504729878696,0.821681068108734
-0.364179939083075,1.03077008748081
0.614684746370707,0.936501403194549
-0.703814475525011,-0.121959584626767
1.59944648707369,-1.16281872430109
-0.352613913493431,-0.438562990620138
